Text,Predicted,Target
"Seller Issue  I ordered Spanx product 2 bra 's .I specified email I absolutely needed 4/10/09 .They sent email dropped UPS 4/9.09 .As 4/13/09 I package .The wedding .I tried sending email - reply .I talked unfriendly woman afternoon .Even AMEX understood NOT delivering wedding item time wedding inappropriate placed STOP charge .Of course I advised Bare Necessities I stopped payment AMEX , answered email .I 've read several review Bare Necessities line since ordering seems common practice promise something X date come !I asked $ 22 overnight fee refunded - answered email , I would fine choose ignore email I n't package 2 business day later , paying 1 business day delivery , I called AMEX dispute charge .They 'll never ger business .I hope post every site accepts review Bare Necessities - horrible - customer service speak .Unfortunate given recession little bit would went long way.Well , loss .And lesson learned - check review BEFORE purchasing .( Oh , checkout process - n't even get chance cancel order - I hit forward bang , order processed - chance change order mind . ) .I also plan writing stern letter .This example customer service come company - plain n't care.I refuse product based lousy customer service .",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  i shop line i work tv i 'm gone longer store open .i also live marina safe mail room lock public deliveri servic get , packag safe anyth one friendli neighbor pick drop boat i 'm work text well marina offic call tell i box take offic big.so work 19 hour day sometim n't drive home i n't crash asleep wheel , said world would seller tell i sign packag ?like big box diamond stupid gym bag .so i call i come home see 3 attempt say `` hell !send back '' know full well fed ex nerv tell `` , stock '' bag still transit stock mine paid ?asap check line still bag available.i 'm frustrat i need kind bag night i stay work compani make one unfortun vender carri it.so i sit cart total piss skeptic order again.seri angri , moniqu cavin",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  veri disappoint .i order oxford shirt work uniform juli 7 , 2012 .devon & jone establish deliveri date juli 13th 18th , i need .when order arriv juli 21 , 201 , i contact devon & jone find happen .devon & jone email back explain order cancel stock .i appreci find order cancel alreadi late i inquir .there excus bad custom servic .it left bind get i need work .if i rate neg star i would .the save grace devon & jone issu refund without fight .even still , devon & jone held money three week , fair bad busi ethic .",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  Pants extremely large .The leg super baggy .Shipping took 12 day , return policy 15 day purchase delivery .Will return customer .",Delivery and Return Issue,Delivery and Return Issue
Seller Issue  [ [ asin : b000tgh0dk southern bell adult costumei place order dress oct. 23 .sure know 's cut kind close estim time arriv 28th n't expedit deliveri .big mistak ! ! !they n't ship offic til oct .28 ! ! !so i'mlook accessori i bought go along dress ! ! !so opinion zoogster costum compani need good month seem ship order time bewar peopl ! ! !!,Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  I 've set slipper month .They comfortable , particularly first .They still okay sewing right shoe attache rubber sole shoe coming .noticed loose thread couple week ago I n't think anything .I trimmed forgot .Today I 'm looking almost entire side shoe coming unsewn .Of course , return date shoe past day .If get , sure check sewing closely return date ( 30 day delivery ) past .",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  i 've set slipper month .they comfort , particularli first .they still okay sew right shoe attach rubber sole shoe come .notic loos thread coupl week ago i n't think anyth .i trim forgot .today i 'm look almost entir side shoe come unsewn .of cours , return date shoe past day .if get , sure check sew close return date ( 30 day deliveri ) past .",Delivery and Return Issue,Delivery and Return Issue
Seller Issue  These appear worn sol dirty delivery .,Delivery and Return Issue,Delivery and Return Issue
Seller Issue  these appear worn sole dirti deliveri .,Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  Watch look great .However , run .The watch show correct time twice day ... I disappointed Christmas gift daughter.I ordered replacement battery waiting delivery .",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  be warn : these triathlon watch look sleek , replac band ( least mine ) much harder .if ca n't get , longer wearabl watch.first , store i 've buy replac band n't even carri one model ( appar 're hard swap ) .so instead done , free , i wait , i buy one onlin timex week deliveri .and put on.min arriv morn .i usual pop old one new one knife blade five minut .after pri old one , i appli much pressur new one 's spring bar becom liter danger .the pin hole tini fit tight 15 minut i final gave i slash myself.i 'll tri later , i suspect i may take store pay instal itif .if i buy new watch , wo n't timex , ever .",Delivery and Return Issue,Delivery and Return Issue
Seller Issue  One button broken already opened delivery box .I ca n't wrangle away preschooler long enough send back .Very disappointed quality upon arrival .,Delivery and Return Issue,Delivery and Return Issue
Seller Issue  one button broken alreadi open deliveri box .i ca n't wrangl away preschool long enough send back .veri disappoint qualiti upon arriv .,Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  Product shipped via US postal service ; earring received .Contacted seller product shipped notice delivery per postal service earring deliver , mean put mail box .I never anything stolen .emailed Gem Avenue , I given tracking number told contact postal service .I told postal service earring sent insured , I could file claim delivery put mail box nothing could .Gem Avenue interested helping first time I contacted .The first reply Gem Avenue - The tracking number order 9101148008600468747244 .Please contact local post office regarding issue .The second reply Gem Avenue - Item never received ; postal service show delivered .Please file claim postal service .Please think twice buying company .",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  Slipper sock 14-15 .I wear 15 variety footwear .These tight , point heel fit sole area .Very frustrating waiting full two week order eventual delivery !",Delivery and Return Issue,Delivery and Return Issue
Seller Issue  Fits little small wish material thinking hoodie feel like wearing 2 tee shirt .Biggest complaint delivery said 2 day delivery n't get package till 3rd day 9pm kept eye package said handed customer .Defiantly n't handed .Plus delivered 9pm left front porch package couldve got stolen day .He n't even ring door bell I dog alarm .It delivered amazon,Delivery and Return Issue,Delivery and Return Issue
